Juego,Plataforma,Año,Publicadora,Desarrolladora,Región,Edición,Serial,Ubicación,Completitud,Caja,Manual,Juego,Estado General,Estado Caja,Estado Manual,Estado Juego,Extras,Observaciones,Precio Compra,Lugar Compra,Fecha Compra,Valor de referencia,Tasación Actual,Fecha tasación,Proceso Juego,Valoración Personal
Pocket Monsters Emerald,Game Boy Advance,2004,The Pokémon Company,Game Freak,Japón,,AGB-R-BPEJ(JPN),,Completo,TRUE,TRUE,TRUE,8,7,8,9,"Publi, guía braille, mapa, adaptador, limpieza ",Pila desgastada. Incluye adaptador Wireless. Comprado por 12812Y,"72,63 €",Ojamakan (Kobe),19/oct/2025,"150,00 €","150,00 €",04/11/2025,Sin Jugar,
Pocket Monsters Fire Red,Game Boy Advance,2004,The Pokémon Company,Game Freak,Japón,,AGB-P-BPRJ(JPN),,Completo,TRUE,TRUE,TRUE,8,8,8,8,"Publi, guía braille, limpieza ",Versión sin adaptador inalámbrico. Comprado a 8980Y,"50,90 €",Ojamakan (Kobe),19/oct/2025,"110,00 €","110,00 €",04/11/2025,Sin Jugar,
Pokémon Fushigi no Danjon Aka no Kyūjotai,Game Boy Advance,2005,The Pokémon Company,Chunsoft,Japón,,,,Nuevo,TRUE,TRUE,TRUE,,,,,,Bordes blancos. Comprado por 5400Y,"33,00 €",Surugaya (Akihabara),oct/2023,"70,00 €","70,00 €",10/04/2025,Sin Jugar,
Pocket Monsters Leaf Green,Game Boy Advance,2004,The Pokémon Company,Game Freak,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,Versión sin adaptador inalámbrico. Comprado a 7470Y,"46,00 €",Surugaya (Yokohama),oct/2023,"120,00 €","120,00 €",10/04/2025,Sin Jugar,
Pocket Monsters Rubi,Game Boy Advance,2002,The Pokémon Company,Game Freak,Japón,,,,Completo,TRUE,TRUE,TRUE,8,8,8,8,"Publi, guía braille, limpieza ",Comprado por 7880Y,,Trader (Akihabara),30/oct/2025,,,04/11/2025,Sin Jugar,
Pocket Monsters Sapphire,Game Boy Advance,2002,The Pokémon Company,Game Freak,Japón,,AGB-P-AXPJ(JPN),,Casi completo,TRUE,TRUE,TRUE,7,5,9,8,"Publi, guía braille, limpieza",Falta caja interior. Comprado por 3984Y. Caja golpeada,"22,58 €",Ojamakan (Kobe),19/oct/2025,"60,00 €","60,00 €",04/11/2025,Sin Jugar,
Super Mario Advance 4: Super Mario Bros. 3,Game Boy Advance,2003,Nintendo,Nintendo R&D2,España,,,,Suelto,FALSE,FALSE,TRUE,,N/A,N/A,,,,"0,00 €",Wallapop,16/mar/2018,"20,00 €","20,00 €",10/04/2025,Sin Jugar,
Super Mario Bros Famicom Mini,Game Boy Advance,2004,Nintendo,Nintendo EAD,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,Perteneciente a la Famicom Mini series (18 juegos). Comprado por 1800Y,"11,00 €",Surugaya (Shinjuku),nov/2024,"25,00 €","25,00 €",10/04/2025,Sin Jugar,
Mario Kart Double Dash,Game Cube,2003,Nintendo,Nintendo EAD,Japón,,DOL-P-GM4J(JPN),,Completo,TRUE,TRUE,TRUE,7,7,8,7,,Comprado por 1280Y,"7,13 €",Ojamakan (Nishinomiya),19/oct/2025,"20,00 €","20,00 €",04/11/2025,Sin Jugar,
Pokémon Colosseum,Game Cube,2003,The Pokémon Company,Genius Sonotory,Japón,,DOL-R-GC6J(JPN),,Completo,TRUE,TRUE,TRUE,7,5,9,8,"Memory Card, Publi, pegatinas memory y mantenimiento",Comprado por 3680Y. Incluye memory card. Cartón exterior con motas de humedad,"20,51 €",Ojamakan (Nishinomiya),19/oct/2025,"40,00 €","40,00 €",04/11/2025,Sin Jugar,
Pokémon XD Yami no Kaze - Dark Lugia,Game Cube,2005,The Pokémon Company,Genius Sonotory,Japón,,DOL-P-GXXJ(JPN),,Completo,TRUE,TRUE,TRUE,7,7,9,7,Publi,Comprado por 6286Y. Esta revisión se vendía con un bundle con Game Boy Player Set??,"35,63 €",Ojamakan (Kobe),19/oct/2025,"100,00 €","100,00 €",04/11/2025,Sin Jugar,
Big Brain Academy,Nintendo DS,2005,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Juego de Ketty,"0,00 €",Ketty,2009,"10,00 €","10,00 €",10/04/2025,Sin Jugar,
Final Fantasy IV,Nintendo DS,2008,Square Enix,Matrix Software,España,,,,Incompleto,TRUE,TRUE,FALSE,,,,N/A,,Juego de Ketty,"0,00 €",Ketty,2009,"20,00 €","20,00 €",10/04/2025,Sin Jugar,
Fire Emblem Shin Ankoku Ryū to Hikari no Tsurugi,Nintendo DS,2008,Nintendo,Intelligent Systems,Japón,,NTR-YFEJ-JPN,,Completo,TRUE,TRUE,TRUE,7,7,7,8,"Publicidad, wifi",Comprado por 2760Y,"15,64 €",Surugaya (Shinjuku),29/oct/2025,"25,00 €","25,00 €",04/11/2025,Sin Jugar,
Fire Emblem Shin Monshou no Nazo,Nintendo DS,2010,Nintendo,Intelligent Systems,Japón,,TSA-TWL-VI2J-JPN,,Completo,TRUE,TRUE,TRUE,8,8,8,8,"Club Nintendo, mantenimiento, wifi",Exclusivo Japón. Comprado por 3164Y,"17,93 €",Bic Camera Outlet (Ikebukuro),28/oct/2025,"50,00 €","50,00 €",04/11/2025,Sin Jugar,
Mario & Luigi RPG 3!!!,Nintendo DS,2009,Nintendo,Alpha Dream,Japón,,,,Suelto,FALSE,FALSE,TRUE,,N/A,N/A,,,Mario y Luigi: Viaje al centro de Bowser,"0,00 €",Regalo (Japón),oct/2018,"5,00 €","5,00 €",10/04/2025,Sin Jugar,
Need for Speed Undercover,Nintendo DS,2008,Electronic Arts,Firebrand Games,España,,,,Incompleto,TRUE,TRUE,FALSE,,N/A,N/A,,,Juego de Ketty,"0,00 €",Ketty,2009,"10,00 €","10,00 €",10/04/2025,Sin Jugar,
New Super Mario Bros.,Nintendo DS,2006,Nintendo,Nintendo EAD,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,Comprado por 1000Y. También cartucho suelto (8€),"6,00 €",Bic Camera Outlet (Ikebukuro),nov/2024,"15,00 €","15,00 €",10/04/2025,Sin Jugar,
Nō o Kitaeru Otona no DS Training,Nintendo DS,2005,Nintendo,Nintendo SPD,Japón,,,,Suelto,FALSE,FALSE,TRUE,,N/A,N/A,,,Brain Training,"0,00 €",Regalo (Japón),oct/2018,"1,00 €","1,00 €",10/04/2025,Sin Jugar,
Pokémon Dash,Nintendo DS,2004,The Pokémon Company,Ambrella,Japón,,NTR-APDJ-JPN,,Completo,TRUE,TRUE,TRUE,9,8,9,9,"Publicidad, Club Nintendo",Comprado por 780Y,"4,39 €",Ojamakan (Nishinomiya),19/oct/2025,"16,00 €","16,00 €",04/11/2025,Sin Jugar,
Pokémon Diamante,Nintendo DS,2006,Nintendo,Game Freak,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Falta tarjeta de Club Nintendo,"45,00 €",Wallapop,13/jul/2025,"50,00 €","50,00 €",21/07/2025,Sin Jugar,
Pokémon Fushigi no Danjon Ao no Kyūjotai,Nintendo DS,2005,The Pokémon Company,Chunsoft,Japón,,NTR-APHJ-JPN,,Completo,TRUE,TRUE,TRUE,8,8,8,7,Publicidad,Comprado por 880Y,"4,98 €",Ojamakan (Nishinomiya),19/oct/2025,"15,00 €","15,00 €",04/11/2025,Sin Jugar,
Pocket Monsters HeartGold,Nintendo DS,2009,The Pokémon Company,Game Freak,Japón,,(LCPK)NTR-IPKJ-JPN,,Completo,TRUE,TRUE,TRUE,8,8,9,7,"Publi, club Nintendo, wifi, mantenimiento",Versión sin PokéWalker. Comprado por 4984Y.,"28,25 €",Ojamakan (Kobe),19/oct/2025,"50,00 €","50,00 €",04/11/2025,Sin Jugar,
Pokémon Perla,Nintendo DS,2006,Nintendo,Game Freak,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"45,00 €",Wallapop,13/jul/2025,"50,00 €","50,00 €",21/07/2025,Sin Jugar,
Pocket Monsters SoulSilver,Nintendo DS,2009,The Pokémon Company,Game Freak,Japón,,(LCPK)NTR-IPTJ-JPN,,Completo,TRUE,TRUE,TRUE,7,7,7,7,"Publi, club Nintendo, wifi, mantenimiento",Versión sin PokéWalker. Comprado por 7360Y. Plástico de portada con polvo y suciedad,"41,72 €",Surugaya (Shinjuku),29/oct/2025,"60,00 €","60,00 €",04/11/2025,Sin Jugar,
Pokémon Torouze,Nintendo DS,2005,The Pokémon Company,Genius Sonotory,Japón,,NTR-APTJ-JPN,,Completo,TRUE,TRUE,TRUE,7,7,8,6,"Publicidad, club Nintendo",Comprado por 780Y,"4,39 €",Ojamakan (Nishinomiya),19/oct/2025,"20,00 €","20,00 €",04/11/2025,Sin Jugar,
Rayman Raving Rabbids TV Party,Nintendo DS,2008,Ubisoft,Ubisoft Casablanca,España,,,,Incompleto,TRUE,TRUE,FALSE,,N/A,N/A,,,Juego de Ketty,"0,00 €",Ketty,2009,"5,00 €","5,00 €",10/04/2025,Sin Jugar,
Super Mario 64 DS,Nintendo DS,2004,Nintendo,Nintendo EAD,Japón,,NTR-ASMJ-JPN,,Completo,TRUE,TRUE,TRUE,7,6,8,8,"Club Nintendo, fe de erratas",Comprado por 1780Y,"10,08 €",Ojamakan (Nishinomiya),19/oct/2025,"17,00 €","17,00 €",04/11/2025,Sin Jugar,
Call of Duty Modern Warfare 2,Xbox 360,2009,Activision,Infinity Ward,Reino Unido,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"45,00 €",Amazon UK,ene/2010,"5,00 €","5,00 €",10/4/2025,Completado,
Dark Souls,Xbox 360,2011,Bandai Namco Entertainment,From Software,Reino Unido,Limited Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"60,00 €",Amazon UK,oct/2011,"45,00 €","45,00 €",10/4/2025,Completado,
Fable II,Xbox 360,2008,Microsoft Game Studios,Lionhead Studios,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Incluído con consola,ene/2009,"10,00 €","10,00 €",10/4/2025,Completado,
Fable III,Xbox 360,2010,Microsoft Game Studios,Lionhead Studios,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"45,00 €",Media Markt,oct/2010,"10,00 €","10,00 €",10/4/2025,Completado,
FIFA 12,Xbox 360,2011,Electronic Arts,EA Canada,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"50,00 €",Media Markt,sept/2011,"5,00 €","5,00 €",10/4/2025,Jugado,
FIFA 13,Xbox 360,2012,Electronic Arts,EA Canada,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"50,00 €",Media Markt,sept/2012,"5,00 €","5,00 €",10/4/2025,Jugado,
Final Fantasy XI,Xbox 360,2006,Square Enix,Square Enix Product Development Division 3,Europa,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"15,00 €",Japan Weekend Madrid,feb/2023,"30,00 €","30,00 €",10/4/2025,Sin Jugar,
Final Fantasy XIII,Xbox 360,2010,Square Enix,Square Enix Product Development Division 1,Europa,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"50,00 €",Carrefour,mar/2010,"15,00 €","15,00 €",10/4/2025,Completado,
Final Fantasy XIII-2,Xbox 360,2012,Square Enix,"Square Enix, tri-Ace",España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"6,00 €",CEX,12/ago/2021,"10,00 €","10,00 €",10/4/2025,Probado,
Forza Motorsport III,Xbox 360,2009,Microsoft Game Studios,Turn 10,Reino Unido,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"45,00 €",Amazon UK,ene/2010,"5,00 €","5,00 €",10/4/2025,Jugado,
Kinect Adventures!,Xbox 360,2010,Microsoft Game Studios,Good Science Studio,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Incluído con Kinect,nov/2010,"5,00 €","5,00 €",10/4/2025,Jugado,
Kinect Sports,Xbox 360,2010,Microsoft Game Studios,Rare,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Incluído con Kinect,nov/2010,"5,00 €","5,00 €",10/4/2025,Jugado,
Kinect Sports Segunda Temporada,Xbox 360,2011,Microsoft Game Studios,Rare,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Game,nov/2011,"5,00 €","5,00 €",10/4/2025,Jugado,
Gears of War 2,Xbox 360,2008,Microsoft Game Studios,Epic Games,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Incluído con consola,ene/2009,"10,00 €","10,00 €",10/4/2025,Completado,
Mass Effect,Xbox 360,2007,Microsoft Game Studios,BioWare,España,Edición Limitada de Coleccionista,,,Completo,TRUE,TRUE,TRUE,,,,,,,"11,82 €",Ebay,21/may/2017,"40,00 €","40,00 €",10/4/2025,Completado,
WWE Smackdown vs. Raw 2011,Xbox 360,2010,THQ,Yuke's,Reino Unido,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"45,00 €",Amazon UK,ene/2011,"5,00 €","5,00 €",10/4/2025,Completado,
LEGO Batman: el videojuego,Wii,2008,Warner Bros. Interactive Ent.,Traveller's Tales,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Usado para flashear Wii,"10,00 €",Ebay,07/dic/2014,"10,00 €","10,00 €",10/4/2025,Sin Jugar,
Mario & Sonic en los Juegos Olímpicos de Invierno,Wii,2009,SEGA,SEGA Sports R&D,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Wallapop,15/oct/2024,"10,00 €","10,00 €",10/4/2025,Sin Jugar,
Mario Kart Wii,Wii,2008,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Wallapop,15/oct/2024,"15,00 €","15,00 €",10/4/2025,Sin Jugar,
Mario Party 8,Wii,2007,Nintendo,Hudson Soft,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Wallapop,15/oct/2024,"15,00 €","15,00 €",10/4/2025,Sin Jugar,
Pokémon Battle Revolution,Wii,2006,The Pokémon Company,Genius Sonotory,Japón,,RVL-P-RPBJ(JPN),,Completo,TRUE,TRUE,TRUE,7,7,7,7,"Publi, club Nintendo, wifi, mantenimiento",Comprado por 280Y,"1,57 €",Ojamakan (Nishinomiya),19/oct/2025,"5,00 €","5,00 €",04/11/2025,Sin Jugar,
Super Mario All-Stars,Wii,2010,Nintendo,Nintendo EAD,Japón,25th Anniversary Edition,,,Completo,TRUE,TRUE,TRUE,,,,,CD BSO y libro,Edición 25 Aniversario con CD BSO y libro. Comprado por 1200Y,"7,50 €",Surugaya (Shinjuku),nov/2024,"25,00 €","25,00 €",10/4/2025,Sin Jugar,
Super Mario Galaxy 2,Wii,2010,Nintendo,Nintendo EAD Tokyo,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Big Box caja carton,"0,00 €",Wallapop,15/oct/2024,"25,00 €","25,00 €",10/4/2025,Sin Jugar,
The Legend of Zelda: Skyward Sword,Wii,2011,Nintendo,Nintendo EAD,España,Edición 25 Aniversario,,,Casi completo,TRUE,TRUE,TRUE,,,,,"Portada dorada, CD BSO",Edición 25 Aniversario con CD BSO. Falta caja con Wii Motion Plus,"20,00 €",Wallapop,19/oct/2019,"25,00 €","25,00 €",10/4/2025,Sin Jugar,
Wii Play,Wii,2006,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Wallapop,15/oct/2024,"5,00 €","5,00 €",10/4/2025,Sin Jugar,
Animal Crossing: New Leaf - Welcome amiibo,Nintendo 3DS,2012,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,99 €",Game,29/jun/2018,"20,00 €","20,00 €",11/4/2025,Probado,
Bravely Default,Nintendo 3DS,2012,"Nintendo, Square Enix",Silocon Studio,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"33,99 €",Fnac,08/ago/2017,"30,00 €","30,00 €",11/4/2025,Jugado,
Donkey Kong Country Returns,Nintendo 3DS,2013,Nintendo,Retro Studios,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,99 €",Game,29/jun/2018,"20,00 €","20,00 €",11/4/2025,Sin Jugar,
Dragon Quest VIII: El periplo del Rey Maldito,Nintendo 3DS,2015,Nintendo,Level-5,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,99 €",Alcampo,20/dic/2017,"70,00 €","70,00 €",11/4/2025,Sin Jugar,
Etrian Odyssey 2 Untold: The Fafnir Knight,Nintendo 3DS,2014,Atlus,Atlus,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Remake del Etrian Odyssey 2,"19,95 €",Game,19/may/2018,"100,00 €","100,00 €",11/4/2025,Sin Jugar,
Etrian Odyssey V: Beyond the Myth,Nintendo 3DS,2016,Atlus,Atlus,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"32,45 €",Game,07/nov/2017,"130,00 €","130,00 €",11/4/2025,Jugado,
Fire Emblem Echoes: Shadows of Valentia,Nintendo 3DS,2017,Nintendo,Intelligent Systems,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"37,99 €",Fnac,19/may/2017,"35,00 €","35,00 €",11/4/2025,Sin Jugar,
Fire Emblem Fates,Nintendo 3DS,2015,Nintendo,Intelligent Systems,España,Edición Especial,,,Completo,TRUE,TRUE,TRUE,,,,,,"Edición especial. Incuye Conquista, Estirpe y Revelación","79,90 €",Media Markt,20/may/2016,"200,00 €","200,00 €",11/4/2025,Jugado,
Fire Emblem: Awakening,Nintendo 3DS,2012,Nintendo,Intelligent Systems,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"23,74 €",Amazon ES,30/jun/2017,"45,00 €","45,00 €",11/4/2025,Sin Jugar,
Kirby: Triple Deluxe,Nintendo 3DS,2014,Nintendo,HAL Laboratory,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,99 €",Game,13/oct/2017,"15,00 €","15,00 €",11/4/2025,Sin Jugar,
Luigi's Mansion 2,Nintendo 3DS,2013,Nintendo,Next Level Games,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Picotazo en portada de la caja,"19,99 €",Game,13/oct/2017,"10,00 €","10,00 €",11/4/2025,Probado,
Mario Kart 7,Nintendo 3DS,2011,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,8,7,9,9,,,"7,90 €",Cash Converters,16/08/2025,"10,00 €","10,00 €",18/8/2025,Sin Jugar,
Metroid: Samus Returns,Nintendo 3DS,2017,Nintendo,MercurySteam,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"37,99 €",Fnac,15/sep/2017,"50,00 €","50,00 €",11/4/2025,Completado,
Pokémon Luna,Nintendo 3DS,2016,Nintendo,Game Freak,España,Edición Especial Steelbook,,,Completo,TRUE,TRUE,TRUE,,,,,Steelbook,,"47,49 €",Fnac,22/nov/2016,"80,00 €","80,00 €",11/4/2025,Completado,
Pokémon Ultrasol,Nintendo 3DS,2017,Nintendo,Game Freak,España,Edición Especial Steelbook,,,Completo,TRUE,TRUE,TRUE,,,,,Steelbook,,"70,00 €",Wallapop,01/ago/2025,"70,00 €","80,00 €",11/8/2025,Sin Jugar,
Pokémon Y,Nintendo 3DS,2013,Nintendo,Game Freak,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"18,00 €",Valdegamers,27/ene/2021,"35,00 €","35,00 €",11/4/2025,Completado,
Radiant Historia: Perfect Chronology,Nintendo 3DS,2017,Atlus,Atlus,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"34,90 €",El Corte Inglés,28/may/2018,"150,00 €","150,00 €",11/4/2025,Sin Jugar,
Super Mario 3D Land,Nintendo 3DS,2011,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,99 €",Game,13/oct/2017,"10,00 €","10,00 €",11/4/2025,Probado,
The Legend of Zelda: A Link Between Worlds,Nintendo 3DS,2013,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"17,99 €",Game,24/oct/2017,"30,00 €","30,00 €",11/4/2025,Sin Jugar,
The Legend of Zelda: Majora's Mask 3D,Nintendo 3DS,2015,Nintendo,"GREZZO, Nintendo EAD",España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"38,00 €",Game,oct/2017,"50,00 €","50,00 €",11/4/2025,Completado,
The Legend of Zelda: Ocarina of Time 3D,Nintendo 3DS,2011,Nintendo,"GREZZO, Nintendo EAD",España,Edición Limitada Zelda 25 Aniversario,,,Casi completo,TRUE,TRUE,TRUE,,,,,Portada dorada,Edición limitada portada dorada que venía con consola 3DS 25 Aniversario Zelda,"18,99 €",Game,24/oct/2017,"50,00 €","50,00 €",11/4/2025,Completado,
Minecraft: PlayStation Vita Edition,PlayStation Vita,2014,Mojang,4J Studios,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"3,00 €",Book Off (Ikebukuro),nov/2024,"5,00 €","5,00 €",11/4/2025,Probado,
Bayonetta 1 & 2 Special Edition,Wii U,2014,Nintendo,Platinum Games,Europa,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"30,00 €",Game,2016,"50,00 €","50,00 €",11/4/2025,Sin Jugar,
Call of Duty Black Ops 2,Wii U,2012,Activision,Treyarch,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"6,00 €",Carrefour,21/nov/2014,"5,00 €","5,00 €",11/4/2025,Probado,
Captain Toad: Treasure Tracker,Wii U,2014,Nintendo,Nintendo EAD Tokyo,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"15,00 €",Wallapop,16/ago/2021,"15,00 €","15,00 €",11/4/2025,Completado,
Donkey Kong Country: Tropical Freeze,Wii U,2014,Nintendo,Retro Studios,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"40,00 €",Media Markt,26/mar/2015,"15,00 €","15,00 €",11/4/2025,Jugado,
Famicom Remix 1+2,Wii U,2014,Nintendo,"IndiesZero, Nintendo EAD",Japón,,WUP-P-AFDJ(JPN),,Completo,TRUE,FALSE,TRUE,8,8,N/A,9,"Club Nintendo, guía wii u",Comprado por 1255Y,"7,11 €",Bic Camera Outlet (Ikebukuro),28/oct/2025,"25,00 €","25,00 €",04/11/2025,Sin Jugar,
Hyrule Warriors,Wii U,2014,"Nintendo, Tecmo Koei",Team Ninja,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"40,00 €",Amazon,dic/2014,"15,00 €","15,00 €",11/4/2025,Completado,
Kirby y el Pincel Arcoiris,Wii U,2015,Nintendo,HAL Laboratory,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,partes blancas en portada,"32,00 €",CEX,12/ago/2021,"30,00 €","30,00 €",11/4/2025,Completado,
Mario Kart 8,Wii U,2014,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Regalo (Cumpleaños),09/nov/2014,"15,00 €","15,00 €",11/4/2025,Completado,
Mario Party 10,Wii U,2015,Nintendo,NDCube,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"20,00 €",Game,29/sep/2016,"15,00 €","15,00 €",11/4/2025,Jugado,
Mario Tennis: Ultra Smash,Wii U,2015,Nintendo,Camelot,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,59 €",Fnac,14/dic/2016,"10,00 €","10,00 €",11/4/2025,Jugado,
Minecraft Wii U Edition,Wii U,2015,Nintendo,"Mojang, 4J Studios",España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"10,00 €",Japan Weekend Madrid,feb/2023,"12,00 €","12,00 €",11/4/2025,Sin Jugar,
Monster Hunter 3 Ultimate,Wii U,2013,Capcom,Capcom,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"10,00 €",Carrefour,21/nov/2014,"35,00 €","35,00 €",11/4/2025,Probado,
New Super Luigi U,Wii U,2013,Nintendo,Nintendo EAD Tokyo,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"8,00 €",Carrefour,21/nov/2014,"60,00 €","60,00 €",11/4/2025,Jugado,
Nintendo Land,Wii U,2012,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Incluído con consola,09/nov/2014,"5,00 €","5,00 €",11/4/2025,Jugado,
Paper Mario Color Splash,Wii U,2016,Nintendo,Intelligent System,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"34,19 €",Fnac,01/mar/2017,"25,00 €","25,00 €",11/4/2025,Jugado,
Pikmin 3,Wii U,2013,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"30,00 €",Game,29/sep/2016,"25,00 €","25,00 €",11/4/2025,Completado,
Sonic Lost World,Wii U,2013,Nintendo,Sonic Team,España,Deadly Six Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,Deadly Six Ed. sin DLC,"10,00 €",Game,2017,"30,00 €","30,00 €",11/4/2025,Probado,
Splatoon,Wii U,2015,Nintendo,Nintendo EAD Group 2,Europa,Edición con Amiibo,,,Casi completo,TRUE,TRUE,TRUE,,,,,Amiibo,Se tiró la caja de la edición especial,"35,14 €",Fnac,05/jun/2015,"10,00 €","10,00 €",11/4/2025,Jugado,
Star Fox Zero,Wii U,2016,Nintendo,Platinum Games,Reino Unido,,,,Casi completo,TRUE,TRUE,TRUE,,,,,,,"19,59 €",Amazon ES,05/jun/2017,"20,00 €","20,00 €",11/4/2025,Sin Jugar,
Super Mario 3D World,Wii U,2013,Nintendo,Nintendo EAD Tokyo,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"20,00 €",Game,26/mar/2015,"15,00 €","15,00 €",11/4/2025,Completado,
