Juego,Plataforma,Año,Publicadora,Desarrolladora,Región,Edición,Serial,Ubicación,Completitud,Caja,Manual,Juego,Estado General,Estado Caja,Estado Manual,Estado Juego,Extras,Observaciones,Precio Compra,Lugar Compra,Fecha Compra,Valor de referencia,Tasación Actual,Fecha tasación,Proceso Juego,Valoración Personal
Super Mario Maker,Wii U,2015,Nintendo,Nintendo EAD,España,Edición con Amiibo,,,Casi completo,TRUE,TRUE,TRUE,,,,,"Libro de arte, amiibo 30 Aniv.",Se tiró la caja de la edición especial,"54,95 €",Amazon ES,07/sep/2015,"25,00 €","25,00 €",11/4/2025,Jugado,
Super Smash Bros. for Wii U,Wii U,2014,Nintendo,HAL Laboratory,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"40,00 €",Media Markt,28/11/2014,"15,00 €","15,00 €",11/4/2025,Jugado,
The Legend of Zelda: Breath of the Wild,Wii U,2017,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"30,00 €",Game,16/jul/2021,"30,00 €","30,00 €",11/4/2025,Completado,
The Legend of Zelda: The Wind Waker HD,Wii U,2013,Nintendo,Nintendo EAD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"22,00 €",Wallapop,15/oct/2019,"65,00 €","65,00 €",11/4/2025,Completado,
The Legend of Zelda: Twilight Princess HD,Wii U,2016,Nintendo,Tantalus Media,España,Edición con Amiibo,,,Casi completo,TRUE,TRUE,TRUE,,,,,"CD BSO, amiibo",Se tiró la caja de la edición especial,"48,00 €",CEX,22/jun/2021,"90,00 €","90,00 €",11/4/2025,Completado,
Tokyo Mirage Sessions #FE,Wii U,2015,Nintendo,Atlus,EEUU,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"34,99 €",Shop4Es web,24/abr/2017,"25,00 €","25,00 €",11/4/2025,Probado,
Wii Party U,Wii U,2013,Nintendo,NDCube,Europa,,,,Completo,TRUE,TRUE,TRUE,,,,,,cd dentro de consola,"0,00 €",Incluído con consola,09/nov/2014,"10,00 €","10,00 €",11/4/2025,Jugado,
Xenoblade Chronicles X,Wii U,2015,Nintendo,Monolith Soft,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"39,89 €",Fnac,14/dic/2016,"25,00 €","25,00 €",11/4/2025,Sin Jugar,
Yoshi's Wooly World,Wii U,2015,Nintendo,"Nintendo SPD Group 4, Good-Feel",España,Edición con Amiibo,,,Casi completo,TRUE,TRUE,TRUE,,,,,Amiibo,Se tiró la caja de la edición especial,"52,45 €",Game,22/jun/2016,"40,00 €","40,00 €",11/4/2025,Completado,
Bloodborne,PlayStation 4,2015,Sony Computer Entertainment,From Software,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Incluído con consola,19/jun/2015,"10,00 €","10,00 €",11/4/2025,Jugado,
Captain Tsubasa: Rise of New Champions,PlayStation 4,2020,Bandai Namco Entertainment,Tamsoft,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"54,14 €",Fnac,28/ago/2020,"15,00 €","15,00 €",11/4/2025,Completado,
Commandos 2 & Praetorians: HD Remaster Double Pack,PlayStation 4,2020,Kalypso Media,Torus Games,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"20,00 €",Game,06/2024,"25,00 €","25,00 €",11/4/2025,Sin Jugar,
Crash Bandicoot N. Sane Trilogy,PlayStation 4,2017,Activision Blizzard,Vicarious Visions,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"35,14 €",Fnac,29/jun/2017,"20,00 €","20,00 €",11/4/2025,Jugado,
Dark Souls III,PlayStation 4,2016,Bandai Namco Entertainment,From Software,España,Game of the Year Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"46,73 €",Fnac,02/jun/2017,"25,00 €","25,00 €",11/4/2025,Sin Jugar,
Dragon Quest XI: Ecos de un Pasado Perdido,PlayStation 4,2017,Square Enix,Square Enix,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Falta completar postgame,"52,24 €",Fnac,04/sep/2018,"10,00 €","10,00 €",11/4/2025,Completado,
FIFA 16,PlayStation 4,2015,Electronic Arts,EA Canada,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"53,59 €",Fnac,24/sep/2015,"5,00 €","5,00 €",11/4/2025,Jugado,
Final Fantasy VII Remake,PlayStation 4,2020,Square Enix,Square Enix,España,Deluxe Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"84,95 €",Game,01/abr/2020,"90,00 €","90,00 €",11/4/2025,Completado,
Final Fantasy XIV Online The Complete Edition,PlayStation 4,2017,Square Enix,Square Enix Product Development Division 3,España,Complete Edition V.1,,,Completo,TRUE,TRUE,TRUE,,,,,,,"15,00 €",El Corte Inglés,14/nov/2019,"15,00 €","15,00 €",11/4/2025,Probado,
Final Fantasy XV,PlayStation 4,2016,Square Enix,Square Enix,Alemania,Special Edition Steelbook,,,Completo,TRUE,TRUE,TRUE,,,,,Steelbook,,"11,89 €",Amazon ES,26/jun/2019,"25,00 €","25,00 €",11/4/2025,Probado,
God of War,PlayStation 4,2018,Sony Interactive Entertainment,Santa Monica Studio,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"44,64 €",Fnac,19/sep/2018,"10,00 €","10,00 €",11/4/2025,Completado,
Gran Turismo Sport,PlayStation 4,2017,Sony Interactive Entertainment,Polyphony Digital,España,Edición Especial Steelbook,,,Completo,TRUE,TRUE,TRUE,,,,,Steelbook,,"71,24 €",Fnac,18/oct/2017,"20,00 €","20,00 €",11/4/2025,Jugado,
La Tierra Media: Sombras de Mordor,PlayStation 4,2014,Warner Bros. Interactive Ent.,Monolith Productions,Italia,Game of the Year Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,99 €",Amazon ES,01/oct/2018,"10,00 €","10,00 €",11/4/2025,Jugado,
Nioh,PlayStation 4,2017,Sony Interactive Entertainment,Team Ninja,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"18,04 €",Fnac,08/jun/2018,"10,00 €","10,00 €",11/4/2025,Jugado,
No Man's Sky,PlayStation 4,2016,Sony Interactive Entertainment,Hello Games,España,,,,Completo,TRUE,TRUE,TRUE,,,,,Steelbook,,"44,99 €",Game,04/jun/2016,"25,00 €","25,00 €",11/4/2025,Jugado,
Persona 5 Royal,PlayStation 4,2019,SEGA,Atlus,España,Steelbook Edition,,,Completo,TRUE,TRUE,TRUE,,,,,Steelbook,,"52,24 €",Fnac,26/mar/2020,"45,00 €","45,00 €",11/4/2025,Completado,
Shenmue I & II,PlayStation 4,2018,SEGA,D3T,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"30,39 €",Fnac,21/ago/2018,"20,00 €","20,00 €",11/4/2025,Sin Jugar,
Shenmue III,PlayStation 4,2019,Deep Silver,YS Net,Europa,Kickstarter -  Special Backer Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"85,00 €",Kickstarter,19/sep/2019,"40,00 €","40,00 €",11/4/2025,Sin Jugar,
Star Wars Battlefront,PlayStation 4,2015,Electronic Arts,Dice,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"53,59 €",Fnac,19/nov/2015,"5,00 €","5,00 €",11/4/2025,Jugado,
The Last Guardian,PlayStation 4,2016,Sony Computer Entertainment,GenDESIGN,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,90 €",Game,19/jul/2025,"20,00 €","20,00 €",21/7/2025,Completado,
Uncharted 4: El Desenlace del Ladrón,PlayStation 4,2016,Sony Computer Entertainment,Naughty Dog,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"18,04 €",Fnac,08/jun/2016,"10,00 €","10,00 €",11/4/2025,Sin Jugar,
Uncharted: The Nathan Drake Collection,PlayStation 4,2015,Sony Computer Entertainment,Blue Point Games,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"18,04 €",Fnac,08/jun/2016,"10,00 €","10,00 €",11/4/2025,Jugado,
Valkyria Chronicles Remastered,PlayStation 4,2016,SEGA,SEGA WOW,España,Europa Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"23,74 €",Fnac,17/may/2016,"40,00 €","40,00 €",11/4/2025,Probado,
Yakuza 0,PlayStation 4,2015,SEGA,Ryuu ga Gotoku Studio,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"17,90 €",Amazon ES,11/jun/2018,"40,00 €","40,00 €",11/4/2025,Probado,
Dark Souls Trilogy,Xbox One,2018,Bandai Namco Entertainment,From Software,Reino Unido,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"47,01 €",Ebay,12/nov/2021,"50,00 €","50,00 €",11/4/2025,Jugado,
Divinity Original Sin II,Xbox One,2018,Bandai Namco Entertainment,Larian Studios,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"28,00 €",CEX,11/jul/2025,"60,00 €","60,00 €",21/07/2025,Sin Jugar,
Art of Rally,Switch,2020,Funselektor Labs Inc,Funselektor Labs Inc,España,Deluxe Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,99 €",Xtralife,12/ene/2025,"25,00 €","25,00 €",16/4/2025,Completado,
Bloodstained: Ritual of the Night,Switch,2019,505 Games,Artmature Studios,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"16,14 €",Fnac,23/nov/2019,"25,00 €","25,00 €",16/4/2025,Completado,
Dragon Quest Builders,Switch,2018,Square Enix,Square Enix Business Division 5,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,59 €",Fnac,09/may/2025,"25,00 €","25,00 €",16/4/2025,Jugado,
Dragon Quest XI S,Switch,2019,Square Enix,Square Enix,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,Solo tiene idioma japonés. Comprado por 5720Y,"35,00 €",Hard Off (Kyoto),oct/2024,"40,00 €","40,00 €",16/4/2025,Sin Jugar,
Final Fantasy Pixel Remaster,Switch,2023,Square Enix,"TOSE, Square Enix",Asia,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"102,90 €",Miravia,26/dic/2023,"65,00 €","65,00 €",16/4/2025,Jugado,
Final Fantasy VII & VIII Remastered Twin Pack,Switch,2020,Square Enix,DotEmu,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"23,24 €",Fnac,01/nov/2020,"60,00 €","60,00 €",16/4/2025,Completado,
Final Fantasy X/X-2 HD Remaster,Switch,2019,Square Enix,"Square Enix 1st Production Department, Virtuos",España,,,,Completo,TRUE,TRUE,TRUE,,,,,,"El FFX viene en cartucho, el FFX-2 en código (aún no canjeado)","37,89 €",Amazon ES,27/ene/2021,"20,00 €","20,00 €",16/4/2025,Jugado,
Fire Emblem Engage,Switch,2023,Nintendo,Intelligent Systems,Japón,Elyos Collection,,,Completo,TRUE,TRUE,TRUE,,,,,,,"65,00 €",Bic Camera (Ikebukuro),oct/2023,"80,00 €","80,00 €",16/4/2025,Sin Jugar,
Fire Emblem Three Houses,Switch,2019,Nintendo,Intelligent Systems,Europa,Limited Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"84,90 €",Media Markt,26/jul/2019,"200,00 €","200,00 €",16/4/2025,Completado,
Gyakuten Saiban 123 Naruhodo Selection,Switch,2019,Capcom,Capcom,Japón,,HAC-P-AN3NA(JPN),,Completo,TRUE,FALSE,TRUE,8,8,N/A,9,,Comprado por 2619Y,"14,84 €",Bic Camera Outlet (Ikebukuro),27/oct/2025,"45,00 €","45,00 €",4/11/2025,Sin Jugar,
Kirby y la Tierra Olvidada,Switch,2022,Nintendo,HAL Laboratory,España,,,,Nuevo,TRUE,TRUE,TRUE,,,,,,,"37,99 €",Game,14/abr/2025,"40,00 €","40,00 €",16/4/2025,Sin Jugar,
Leyendas Pokémon: Arceus,Switch,2022,Nintendo,Game Freak,España,,,,Completo,TRUE,TRUE,TRUE,,,,,Steelbook,juego (40€) y Steelbook de gelao con la compra en Fnac (40€),"52,24 €",Fnac,28/ene/2022,"80,00 €","80,00 €",16/4/2025,Jugado,
Little Big Adventure: Twinsen's Quest,Switch,2024,2.21,2.21,España,Limited Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"34,95 €",Xtralife,12/ene/2025,"35,00 €","35,00 €",16/4/2025,Completado,
Mario Kart 8 Deluxe,Switch,2017,Nintendo,Nintendo EPD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Regalo (Ketty),01/nov/2019,"35,00 €","35,00 €",16/4/2025,Jugado,
Metroid Prime Remastered,Switch,2023,Nintendo,"Retro Studios, Iron Galaxy Studios",España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"34,90 €",Carrefour,mar/2023,"35,00 €","30,00 €",25/8/2025,Sin Jugar,
Naruto Ultimate Ninja Storm Trilogy,Switch,2017,Bandai Namco Entertainment,CyberConnect2,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,Edición japonesa con juego físico (solo japonés y chino),"15,00 €",Bic Camera (Ikebukuro),oct/2018,"9,00 €","9,00 €",16/4/2025,Probado,
New Pokémon Snap,Switch,2021,"Nintendo, The Pokémon Company",Bandai NAMCO Studios,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"42,24 €",Fnac,30/abr/2021,"30,00 €","30,00 €",16/4/2025,Jugado,
Nintendo World Championship,Switch,2024,Nintendo,Nintendo EPD,Japón,Special Edition,,,Completo,TRUE,TRUE,TRUE,,,,,Joycons Famicom,Special Edition con mandos Famicom. Comprado por 9999Y,"62,00 €",Amazon JP,30/oct/2024,"110,00 €","110,00 €",16/4/2025,Sin Jugar,
Okami HD,Switch,2018,Capcom,"Buzz Co., Ltd.",Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,"Edición japonesa. Japonés, Inglés, Alemán y Francés","15,00 €",Bic Camera (Ikebukuro),oct/2018,"40,00 €","40,00 €",16/4/2025,Completado,
Pokémon Diamante Brillante,Switch,2021,Nintendo,ILCA,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Regalo (Cumpleaños),09/nov/2021,"30,00 €","30,00 €",16/4/2025,Jugado,
Pokémon Escarlata / Púrpura (Edición Dual),Switch,2022,"Nintendo, The Pokémon Company",Game Freak,España,Edición Dual con Steelbook,,,Completo,TRUE,TRUE,TRUE,,,,,Steelbook,,"109,24 €",Fnac,18/nov/2022,"120,00 €","120,00 €",16/4/2025,Completado,
Pokémon Escudo,Switch,2019,Nintendo,Game Freak,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"40,00 €",Game,2021,"30,00 €","30,00 €",16/4/2025,Completado,
Pokémon Espada,Switch,2019,Nintendo,Game Freak,España,,,,Nuevo,TRUE,TRUE,TRUE,,,,,,,"49,99 €",Game,13/jul/2025,"30,00 €","30,00 €",24/7/2025,Sin Jugar,
Pokémon Let's GO Eevee!,Switch,2018,Nintendo,Game Freak,España,,,,Nuevo,TRUE,TRUE,TRUE,,,,,,,"49,99 €",Game,13/jul/2025,"40,00 €","40,00 €",24/7/2025,Sin Jugar,
Pokémon Let's GO Pikachu!,Switch,2018,Nintendo,Game Freak,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"42,24 €",Fnac,16/nov/2018,"35,00 €","35,00 €",16/4/2025,Completado,
Pokémon Perla Reluciente,Switch,2021,Nintendo,ILCA,España,,,,Nuevo,TRUE,TRUE,TRUE,,,,,,,"25,00 €",El Corte Inglés,24/abr/2025,"30,00 €","30,00 €",24/7/2025,Sin Jugar,
Pokken Tournament DX,Switch,2017,Nintendo,Bandai NAMCO Studios,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"25,00 €",Book Off (Ikebukuro),nov/2024,"35,00 €","35,00 €",16/4/2025,Sin Jugar,
Puyo Puyo eSports,Switch,2019,SEGA,SEGA,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"16,91 €",Nin Nin Game web,26/abr/2019,"30,00 €","30,00 €",16/4/2025,Sin Jugar,
Puyo Puyo Tetris,Switch,2017,Deep Silver,SECA CS2,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"19,95 €",Amazon ES,14/jun/2019,"20,00 €","20,00 €",16/4/2025,Probado,
Rockman X Anniversary Collection,Switch,2018,Capcom,Capcom,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"25,00 €",Book Off (Ikebukuro),nov/2024,"40,00 €","40,00 €",16/4/2025,Probado,
Sakuna: Of Rice and Ruin,Switch,2020,Marvelous,Edelweiss,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"39,95 €",Amazon ES,18/nov/2020,"30,00 €","30,00 €",16/4/2025,Probado,
SEGA Mega Drive Classics (CIAB),Switch,2018,SEGA,D3T,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Edición CIAB,"10,00 €",Carrefour,jul/2024,"10,00 €","10,00 €",16/4/2025,Jugado,
SHINOBI Fukushuu no Zangeki,Switch,2025,SEGA,Lizarcube,Japón,,HAC-P-BCU8A(JPN),,Completo,TRUE,TRUE,TRUE,9,8,9,9,Código regalo,Comprado por 2255Y,"12,78 €",Bic Camera Outlet (Ikebukuro),27/oct/2025,,,4/11/2025,Sin Jugar,
Stardew Valley,Switch,2024,FanGamer,ConcernedApe,España,,TSA-HAC-ABPGA-ESP,,Nuevo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Regalo Reyes,06/ene/2026,,,,Sin Jugar,
Super Mario 3D All-Stars,Switch,2020,Nintendo,Nintendo EPD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"50,24 €",Fnac,04/sep/2020,"80,00 €","80,00 €",16/4/2025,Probado,
Super Mario 3D World + Bowser's Fury,Switch,2021,Nintendo,Nintendo EPD,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"25,00 €",Bic Camera Outlet (Ikebukuro),nov/2024,"30,00 €","30,00 €",16/4/2025,Completado,
Super Mario Bros. Wonder,Switch,2023,Nintendo,Nintendo EPD,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"30,00 €",Don Quijote (Kyoto),oct/2023,"35,00 €","35,00 €",16/4/2025,Completado,
Super Mario Odyssey,Switch,2017,Nintendo,Nintendo EPD,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"30,00 €",Tsutaya Way (Shingu),oct/2018,"30,00 €","30,00 €",16/4/2025,Completado,
Super Mario Party Jamboree,Switch,2024,Nintendo,Nintendo Cube,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"35,00 €",LABI (Ikebukuro),nov/2024,"40,00 €","40,00 €",16/4/2025,Jugado,
Dairantou Smash Bros. Special,Switch,2018,Nintendo,"Bandai NAMCO, Sora Ltd.",Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"35,00 €",Book Off (Ikebukuro),oct/2023,"35,00 €","35,00 €",16/4/2025,Jugado,
Taiko no Tatsujin Nintendo Switch Version!,Switch,2018,Bandai NAMCO,Bandai NAMCO Studios,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"20,00 €",Bic Camera (Ikebukuro),oct/2018,"20,00 €","20,00 €",16/4/2025,Jugado,
"Tales of the Shire: A ""The Lord of the Rings"" Game",Switch,2025,Private Division,Wētā Workshop,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"28,78 €",Fnac,8/ago/2025,"30,00 €","30,00 €",17/9/2025,Probado,
The Legend of Zelda: Link's Awakening,Switch,2019,Nintendo,Grezzo,España,Edición Limitada,,,Completo,TRUE,TRUE,TRUE,,,,,,,"79,95 €",Game,16/sep/2019,"120,00 €","120,00 €",16/4/2025,Completado,
The Legend of Zelda: Skyward Sword HD,Switch,2021,Nintendo,Tantalus Media,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"52,24 €",Fnac,16/jul/2021,"35,00 €","35,00 €",16/4/2025,Sin Jugar,
The Legend of Zelda: Tears of the Kingdom,Switch,2023,Nintendo,Nintendo EPD,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"52,32 €",Fnac,12/may/2023,"40,00 €","40,00 €",16/4/2025,Completado,
The Wonderful 101: Remastered,Switch,2020,PlatinumGames,PlatinumGames,España,Kickstarter Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,Comprado por 4945Y,"30,00 €",Kickstarter,03/feb/2020,"40,00 €","40,00 €",16/4/2025,Sin Jugar,
Ys Origin,Switch,2020,DotEmu,Nihon Falcom,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"31,68 €",Amazon ES,01/nov/2020,"35,00 €","35,00 €",16/4/2025,Probado,
Zelda no Densetsu: Breath of the Wild,Switch,2017,Nintendo,Nintendo EPD,Japón,Limited Edition,,,Completo,TRUE,TRUE,TRUE,,,,,"Guía, Mapa",,"38,00 €",Book Off (Ikebukuro),oct/2018,"100,00 €","100,00 €",16/4/2025,Completado,
Zelda no Densetsu: Chie no Karimono,Switch,2024,Nintendo,Grezzo,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,Echoes of Wisdom,"35,00 €",Bic Camera Outlet (Ikebukuro),nov/2024,"35,00 €","35,00 €",16/4/2025,Completado,
Elden Ring,Xbox Series X/S,2022,Bandai Namco Entertainment,FromSoftware,España,Launch Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"62,95 €",Xtralife,26/feb/2022,"40,00 €","40,00 €",16/4/2025,Jugado,
Clair Obscur: Expedition 33,Xbox Series X/S,2025,Kepler Interactive,Sandfall Interactive,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,Pestaña del cierre de la caja rota,"47,49 €",Fnac,24/abr/2025,"40,00 €","40,00 €",24/4/2025,Completado,
Hogwarts Legacy,Xbox Series X/S,2023,Warner Bros. Interactive Ent.,Avalanche,España,,932 42645,,Nuevo,TRUE,TRUE,TRUE,,,,,,Sellado,"14,90 €",El Corte Inglés (Alcalá),29/dic/2025,,,,Sin Jugar,
Tekken 8,Xbox Series X/S,2024,Bandai Namco,Bandai Namco,España,,920 28652,,Nuevo,TRUE,TRUE,TRUE,,,,,,Sellado,"14,90 €",El Corte Inglés (Alcalá),29/dic/2025,,,,Sin Jugar,
Astro Bot,PlayStation 5,2024,Sony Interactive Entertainment,Team Asobi,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,Platinado,"37,00 €",Bic Camera Outlet (Ikebukuro),nov/2024,"45,00 €","45,00 €",11/4/2025,Completado,
Baldurs Gate 3,PlayStation 5,2023,Larian Studios,Larian Studios,Europa,Deluxe Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"0,00 €",Regalo (Reyes),24/may/2024,"150,00 €","150,00 €",11/4/2025,Completado,
Dragon Age: The Veilguard,PlayStation 5,2024,Electronic Arts,BioWare,España,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"26,59 €",Fnac,19/jul/2025,"25,00 €","25,00 €",21/7/2025,Sin Jugar,
Final Fantasy VII Rebirth,PlayStation 5,2024,Square Enix,Square Enix,España,Deluxe Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"109,99 €",Game,29/feb/2024,"160,00 €","160,00 €",21/7/2025,Sin Jugar,
Final Fantasy XVI,PlayStation 5,2023,Square Enix,Square Enix,España,Deluxe Edition,,,Completo,TRUE,TRUE,TRUE,,,,,,,"109,99 €",Game,22/jun/2023,"70,00 €","70,00 €",11/4/2025,Completado,
Gran Turismo 7,PlayStation 5,2022,Sony Interactive Entertainment,Polyphony Digital,España,Edición 25 Aniversario,,,Completo,TRUE,TRUE,TRUE,,,,,,"CD físico PS5, código PS4 canjeado","94,99 €",Fnac,04/mar/2022,"65,00 €","65,00 €",11/4/2025,Jugado,
Metaphor: ReFantazio,PlayStation 5,2024,Atlus,Atlus,Japón,,,,Completo,TRUE,TRUE,TRUE,,,,,,,"43,00 €",Bic Camera Outlet (Ikebukuro),nov/2024,"30,00 €","30,00 €",11/4/2025,Sin Jugar,
The Lord of the Rings: Gollum,PlayStation 5,2023,Nacon,Daedalic Entertainment,España,,,,Nuevo,TRUE,TRUE,TRUE,10,10,10,10,,Sellado,"6,50 €",Carrefour,13/sept/2025,"15,00 €","15,00 €",17/9/2025,Sin Jugar,
Donkey Kong Bananza,Switch 2,2025,Nintendo,Nintendo EPD Tokyo,España,,BEE-P-AAACA,,Completo,TRUE,FALSE,TRUE,9,9,N/A,9,,,"61,17 €",Fnac,17/jul/2025,"65,00 €","65,00 €",21/7/2025,Completado,
Kunitsugami: Path of the Goddess,Switch 2,2025,Capcom,Capcom,Japón,,POT-P-AAG8A(JPN),,Nuevo,TRUE,TRUE,TRUE,10,10,10,10,,Game Key Card. Comprado nuevo por 3591Y,"20,35 €",Bic Camera Outlet (Ikebukuro),31/oct/2025,"45,00 €","45,00 €",4/11/2025,Sin Jugar,
Mario Kart World,Switch 2,2025,Nintendo,Nintendo EPD Tokyo,España,,BEE-P-AAAAA,,Completo,TRUE,FALSE,TRUE,9,9,N/A,9,,,"67,83 €",Fnac,05/jun/2025,"65,00 €","65,00 €",21/7/2025,Jugado,
Metroid Prime 4: Beyond,Switch 2,2025,Nintendo,Retro Studios,España,,,,Completo,TRUE,FALSE,TRUE,,,,,,,"49,70 €",Fnac,04/dic/2025,,,,Jugado,
Ryuu ga Gotoku 0 Director's Cut,Switch 2,2025,SEGA,Ryuu ga Gotoku Studio,Japón,,POT-P-AAGRA(JPN),,Completo,TRUE,TRUE,TRUE,9,9,9,9,,Game Key Card. Comprado por 4100Y,"23,24 €",Book Off (Ikebukuro),31/oct/2025,"35,00 €","35,00 €",4/11/2025,Sin Jugar,
Ryuu no Kuni - Rune Factory,Switch 2,2025,Marvelous,Marvelous,Japón,,NXS-P-BEWEJ(JPN),,Completo,TRUE,FALSE,TRUE,8,8,N/A,9,,Comprado por 5700Y. Restos de pegamento en portada,"32,31 €",Book Off (Ikebukuro),31/oct/2025,"50,00 €","50,00 €",4/11/2025,Jugado,